"('surveillance', None)","('surveillance', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('pricing', 'VBG')","('pricing', 'VBG')"
"('practices', 'NNS')","('practices', 'NNS')"
"('of', 'IN')","('of', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('concessionaires', None)","('concessionaires', 'NNS')"
"('for', 'IN')","('for', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('purpose', 'NN')","('purpose', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('keeping', 'VBG')","('keeping', 'VBG')"
"('the', 'AT')","('the', 'AT')"
"('prices', 'NNS')","('prices', 'NNS')"
"('reasonable', 'JJ')","('reasonable', 'JJ')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('Ask', None)","('Ask', 'VB-HL')"
"('jail', 'NN')","('jail', 'NN-HL')"
"('deputies', 'NNS')","('deputies', 'NNS-HL')"
"('On', 'IN')","('On', 'IN')"
"('other', 'AP')","('other', 'AP')"
"('matters', 'NNS')","('matters', 'NNS')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('recommended', 'VBN')","('recommended', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"(':', ':')","(':', ':')"
"('(', '(')","('(', '(')"
"('1', 'CD')","('1', 'CD')"
"(')', ')')","(')', ')')"
"('Four', 'CD')","('Four', 'CD')"
"('additional', 'JJ')","('additional', 'JJ')"
"('deputies', 'NNS')","('deputies', 'NNS')"
"('be', 'BE')","('be', 'BE')"
"('employed', 'VBN')","('employed', 'VBN')"
"('at', 'IN')","('at', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('County', 'NN-TL')","('County', 'NN-TL')"
"('Jail', 'NN-TL')","('Jail', 'NN-TL')"
"('and', 'CC')","('and', 'CC')"
"('``', '``')","('``', '``')"
"('a', 'AT')","('a', 'AT')"
"('doctor', 'NN')","('doctor', 'NN')"
"(',', ',')","(',', ',')"
"('medical', 'JJ')","('medical', 'JJ')"
"('intern', None)","('intern', 'NN')"
"('or', 'CC')","('or', 'CC')"
"('extern', None)","('extern', 'NN')"
"('be', 'BE')","('be', 'BE')"
"('employed', 'VBN')","('employed', 'VBN')"
"('for', 'IN')","('for', 'IN')"
"('night', 'NN')","('night', 'NN')"
"('and', 'CC')","('and', 'CC')"
"('weekend', 'NN')","('weekend', 'NN')"
"('duty', 'NN')","('duty', 'NN')"
"('at', 'IN')","('at', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('jail', 'NN')","('jail', 'NN')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('(', '(')","('(', '(')"
"('2', 'CD')","('2', 'CD')"
"(')', ')')","(')', ')')"
"('Fulton', 'NP-TL')","('Fulton', 'NP')"
"('legislators', 'NNS')","('legislators', 'NNS')"
"('``', '``')","('``', '``')"
"('work', 'NN')","('work', 'VB')"
"('with', 'IN')","('with', 'IN')"
"('city', 'NN')","('city', 'NN')"
"('officials', 'NNS')","('officials', 'NNS')"
"('to', 'TO')","('to', 'TO')"
"('pass', 'VB')","('pass', 'VB')"
"('enabling', 'VBG')","('enabling', 'VBG')"
"('legislation', 'NN')","('legislation', 'NN')"
"('that', 'CS')","('that', 'WPS')"
"('will', 'MD')","('will', 'MD')"
"('permit', 'VB')","('permit', 'VB')"
"('the', 'AT')","('the', 'AT')"
"('establishment', 'NN')","('establishment', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('a', 'AT')","('a', 'AT')"
"('fair', 'JJ')","('fair', 'JJ')"
"('and', 'CC')","('and', 'CC')"
"('equitable', None)","('equitable', 'JJ')"
"(""''"", ""''"")","(""''"", ""''"")"
"('pension', 'NN')","('pension', 'NN')"
"('plan', 'NN')","('plan', 'NN')"
"('for', 'IN')","('for', 'IN')"
"('city', 'NN')","('city', 'NN')"
"('employes', 'NNS')","('employes', 'NNS')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('praised', 'VBD')","('praised', 'VBD')"
"('the', 'AT')","('the', 'AT')"
"('administration', 'NN')","('administration', 'NN')"
"('and', 'CC')","('and', 'CC')"
"('operation', 'NN')","('operation', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('Atlanta', 'NP')","('Atlanta', 'NP-TL')"
"('Police', 'NNS')","('Police', 'NNS-TL')"
"('Department', 'NN-TL')","('Department', 'NN-TL')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('Tax', 'NN-TL')","('Tax', 'NN-TL')"
"(""Commissioner's"", None)","(""Commissioner's"", 'NN$-TL')"
"('Office', 'NN-TL')","('Office', 'NN-TL')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('Bellwood', None)","('Bellwood', 'NP')"
"('and', 'CC')","('and', 'CC')"
"('Alpharetta', None)","('Alpharetta', 'NP')"
"('prison', 'NN')","('prison', 'NN')"
"('farms', 'NNS')","('farms', 'NNS')"
"(',', ',')","(',', ',')"
"('Grady', 'NP-TL')","('Grady', 'NP-TL')"
"('Hospital', 'NN-TL')","('Hospital', 'NN-TL')"
"('and', 'CC')","('and', 'CC')"
"('the', 'AT')","('the', 'AT')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('Health', 'NN-TL')","('Health', 'NN-TL')"
"('Department', 'NN-TL')","('Department', 'NN-TL')"
"('.', '.')","('.', '.')"
"('Mayor', 'NN-TL')","('Mayor', 'NN-TL')"
"('William', 'NP')","('William', 'NP')"
"('B.', 'NP')","('B.', 'NP')"
"('Hartsfield', 'NP')","('Hartsfield', 'NP')"
"('filed', 'VBN')","('filed', 'VBD')"
"('suit', 'NN')","('suit', 'NN')"
"('for', 'IN')","('for', 'IN')"
"('divorce', 'VB')","('divorce', 'NN')"
"('from', 'IN')","('from', 'IN')"
"('his', 'PP$')","('his', 'PP$')"
"('wife', 'NN')","('wife', 'NN')"
"(',', ',')","(',', ',')"
"('Pearl', None)","('Pearl', 'NP')"
"('Williams', 'NP')","('Williams', 'NP')"
"('Hartsfield', 'NP')","('Hartsfield', 'NP')"
"(',', ',')","(',', ',')"
"('in', 'IN')","('in', 'IN')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('Superior', 'JJ-TL')","('Superior', 'JJ-TL')"
"('Court', 'NN-TL')","('Court', 'NN-TL')"
"('Friday', 'NR')","('Friday', 'NR')"
"('.', '.')","('.', '.')"
"('His', 'PP$')","('His', 'PP$')"
"('petition', 'NN')","('petition', 'NN')"
"('charged', 'VBD')","('charged', 'VBD')"
"('mental', None)","('mental', 'JJ')"
"('cruelty', None)","('cruelty', 'NN')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('couple', 'NN')","('couple', 'NN')"
"('was', 'BEDZ')","('was', 'BEDZ')"
"('married', 'VBN')","('married', 'VBN')"
"('Aug.', 'NP')","('Aug.', 'NP')"
"('2', 'CD')","('2', 'CD')"
"(',', ',')","(',', ',')"
"('1913', 'CD')","('1913', 'CD')"
"('.', '.')","('.', '.')"
"('They', 'PPSS')","('They', 'PPSS')"
"('have', 'HV')","('have', 'HV')"
"('a', 'AT')","('a', 'AT')"
"('son', 'NN')","('son', 'NN')"
"(',', ',')","(',', ',')"
"('William', 'NP')","('William', 'NP')"
"('Berry', 'NP')","('Berry', 'NP')"
"('Jr.', 'NP')","('Jr.', 'NP')"
"(',', ',')","(',', ',')"
"('and', 'CC')","('and', 'CC')"
"('a', 'AT')","('a', 'AT')"
"('daughter', 'NN')","('daughter', 'NN')"
"(',', ',')","(',', ',')"
"('Mrs.', 'NP')","('Mrs.', 'NP')"
"('J.', 'NP')","('J.', 'NP')"
"('M.', 'NP')","('M.', 'NP')"
"('Cheshire', None)","('Cheshire', 'NP')"
"('of', 'IN')","('of', 'IN')"
"('Griffin', 'NP')","('Griffin', 'NP')"
"('.', '.')","('.', '.')"
"('Attorneys', 'NNS')","('Attorneys', 'NNS')"
"('for', 'IN')","('for', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('mayor', 'NN')","('mayor', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"('an', 'AT')","('an', 'AT')"
"('amicable', None)","('amicable', 'JJ')"
"('property', 'NN')","('property', 'NN')"
"('settlement', 'NN')","('settlement', 'NN')"
"('has', 'HVZ')","('has', 'HVZ')"
"('been', 'BEN')","('been', 'BEN')"
"('agreed', 'VBD')","('agreed', 'VBN')"
"('upon', 'IN')","('upon', 'RB')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('petition', 'NN')","('petition', 'NN')"
"('listed', 'VBN')","('listed', 'VBD')"
"('the', 'AT')","('the', 'AT')"
"(""mayor's"", 'NN$')","(""mayor's"", 'NN$')"
"('occupation', 'NN')","('occupation', 'NN')"
"('as', 'CS')","('as', 'CS')"
"('``', '``')","('``', '``')"
"('attorney', 'NN')","('attorney', 'NN')"
"(""''"", ""''"")","(""''"", ""''"")"
"('and', 'CC')","('and', 'CC')"
"('his', 'PP$')","('his', 'PP$')"
"('age', 'NN')","('age', 'NN')"
"('as', 'CS')","('as', 'CS')"
"('71', 'CD')","('71', 'CD')"
"('.', '.')","('.', '.')"
"('It', 'PPS')","('It', 'PPS')"
"('listed', 'VBN')","('listed', 'VBD')"
"('his', 'PP$')","('his', 'PP$')"
"(""wife's"", None)","(""wife's"", 'NN$')"
"('age', 'NN')","('age', 'NN')"
"('as', 'CS')","('as', 'CS')"
"('74', 'CD')","('74', 'CD')"
"('and', 'CC')","('and', 'CC')"
"('place', 'NN')","('place', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('birth', 'NN')","('birth', 'NN')"
"('as', 'CS')","('as', 'CS')"
"('Opelika', None)","('Opelika', 'NP')"
"(',', ',')","(',', ',')"
"('Ala.', 'NP')","('Ala.', 'NP')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('petition', 'NN')","('petition', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"('the', 'AT')","('the', 'AT')"
"('couple', 'NN')","('couple', 'NN')"
"('has', 'HVZ')","('has', 'HVZ')"
"('not', '*')","('not', '*')"
"('lived', 'VBD')","('lived', 'VBN')"
"('together', 'RB')","('together', 'RB')"
"('as', 'CS')","('as', 'CS')"
"('man', 'NN')","('man', 'NN')"
"('and', 'CC')","('and', 'CC')"
"('wife', 'NN')","('wife', 'NN')"
"('for', 'IN')","('for', 'IN')"
"('more', 'AP')","('more', 'AP')"
"('than', 'IN')","('than', 'IN')"
"('a', 'AT')","('a', 'AT')"
"('year', 'NN')","('year', 'NN')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('Hartsfield', 'NP')","('Hartsfield', 'NP')"
"('home', 'NN')","('home', 'NR')"
"('is', 'BEZ')","('is', 'BEZ')"
"('at', 'IN')","('at', 'IN')"
"('637', None)","('637', 'CD')"
"('E.', 'NP')","('E.', 'NP')"
"('Pelham', 'NP')","('Pelham', 'NP')"
"('Rd.', 'NN-TL')","('Rd.', 'NN-TL')"
"('Aj', 'NN')","('Aj', 'NN')"
"('.', '.')","('.', '.')"
"('Henry', 'NP')","('Henry', 'NP')"
"('L.', 'NP')","('L.', 'NP')"
"('Bowden', 'NP')","('Bowden', 'NP')"
"('was', 'BEDZ')","('was', 'BEDZ')"
"('listed', 'VBD')","('listed', 'VBN')"
"('on', 'IN')","('on', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('petition', 'NN')","('petition', 'NN')"
"('as', 'CS')","('as', 'CS')"
"('the', 'AT')","('the', 'AT')"
"(""mayor's"", 'NN$')","(""mayor's"", 'NN$')"
"('attorney', 'NN')","('attorney', 'NN')"
"('.', '.')","('.', '.')"
"('Hartsfield', 'NP')","('Hartsfield', 'NP')"
"('has', 'HVZ')","('has', 'HVZ')"
"('been', 'BEN')","('been', 'BEN')"
"('mayor', 'NN')","('mayor', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('Atlanta', 'NP')","('Atlanta', 'NP')"
"(',', ',')","(',', ',')"
"('with', 'IN')","('with', 'IN')"
"('exception', 'NN')","('exception', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('one', 'CD')","('one', 'CD')"
"('brief', 'JJ')","('brief', 'JJ')"
"('interlude', None)","('interlude', 'NN')"
"(',', ',')","(',', ',')"
"('since', 'IN')","('since', 'IN')"
"('1937', 'CD')","('1937', 'CD')"
"('.', '.')","('.', '.')"
"('His', 'PP$')","('His', 'PP$')"
"('political', 'JJ')","('political', 'JJ')"
"('career', 'NN')","('career', 'NN')"
"('goes', 'VBZ')","('goes', 'VBZ')"
"('back', 'RB')","('back', 'RB')"
"('to', 'TO')","('to', 'IN')"
"('his', 'PP$')","('his', 'PP$')"
"('election', 'NN')","('election', 'NN')"
"('to', 'TO')","('to', 'IN')"
"('city', 'NN')","('city', 'NN')"
"('council', 'NN')","('council', 'NN')"
"('in', 'IN')","('in', 'IN')"
"('1923', 'CD')","('1923', 'CD')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"(""mayor's"", 'NN$')","(""mayor's"", 'NN$')"
"('present', 'JJ')","('present', 'JJ')"
"('term', 'NN')","('term', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('office', 'NN')","('office', 'NN')"
"('expires', None)","('expires', 'VBZ')"
"('Jan.', 'NP')","('Jan.', 'NP')"
"('1', 'CD')","('1', 'CD')"
"('.', '.')","('.', '.')"
"('He', 'PPS')","('He', 'PPS')"
"('will', 'MD')","('will', 'MD')"
"('be', 'BE')","('be', 'BE')"
"('succeeded', 'VBN')","('succeeded', 'VBN')"
"('by', 'IN')","('by', 'IN')"
"('Ivan', 'NP')","('Ivan', 'NP')"
"('Allen', 'NP')","('Allen', 'NP')"
"('Jr.', 'NP')","('Jr.', 'NP')"
"(',', ',')","(',', ',')"
"('who', 'WPS')","('who', 'WPS')"
"('became', 'VBD')","('became', 'VBD')"
"('a', 'AT')","('a', 'AT')"
"('candidate', 'NN')","('candidate', 'NN')"
"('in', 'IN')","('in', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('Sept.', 'NP')","('Sept.', 'NP')"
"('13', 'CD')","('13', 'CD')"
"('primary', 'NN')","('primary', 'NN')"
"('after', 'IN')","('after', 'CS')"
"('Mayor', 'NN-TL')","('Mayor', 'NN-TL')"
"('Hartsfield', 'NP')","('Hartsfield', 'NP')"
"('announced', 'VBD')","('announced', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"('he', 'PPS')","('he', 'PPS')"
"('would', 'MD')","('would', 'MD')"
"('not', '*')","('not', '*')"
"('run', 'NN')","('run', 'VB')"
"('for', 'IN')","('for', 'IN')"
"('reelection', None)","('reelection', 'NN')"
"('.', '.')","('.', '.')"
